"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","I5101",""
"地域 コード","地域","調査年 コード","調査年","/項目","I5101_病院数【施設】","注釈"
"01638","北海道 中札内村","2007100000","2007年度","","0",""
"01638","北海道 中札内村","2006100000","2006年度","","0",""
"01638","北海道 中札内村","2005100000","2005年度","","0",""
"01638","北海道 中札内村","2004100000","2004年度","","0",""
"01638","北海道 中札内村","2003100000","2003年度","","0",""
"01638","北海道 中札内村","2002100000","2002年度","","0",""
"01638","北海道 中札内村","2001100000","2001年度","","0",""
"01638","北海道 中札内村","2000100000","2000年度","","0",""
"01638","北海道 中札内村","1999100000","1999年度","","0",""
"01638","北海道 中札内村","1998100000","1998年度","","0",""
"01638","北海道 中札内村","1997100000","1997年度","","0",""
"01639","北海道 更別村","2019100000","2019年度","","0",""
"01639","北海道 更別村","2018100000","2018年度","","0",""
"01639","北海道 更別村","2017100000","2017年度","","0",""
"01639","北海道 更別村","2016100000","2016年度","","0",""
"01639","北海道 更別村","2015100000","2015年度","","0",""
"01639","北海道 更別村","2014100000","2014年度","","0",""
"01639","北海道 更別村","2013100000","2013年度","","0",""
"01639","北海道 更別村","2012100000","2012年度","","0",""
"01639","北海道 更別村","2011100000","2011年度","","0",""
"01639","北海道 更別村","2010100000","2010年度","","0",""
"01639","北海道 更別村","2009100000","2009年度","","0",""
"01639","北海道 更別村","2008100000","2008年度","","0",""
"01639","北海道 更別村","2007100000","2007年度","","0",""
"01639","北海道 更別村","2006100000","2006年度","","0",""
"01639","北海道 更別村","2005100000","2005年度","","0",""
"01639","北海道 更別村","2004100000","2004年度","","0",""
"01639","北海道 更別村","2003100000","2003年度","","0",""
"01639","北海道 更別村","2002100000","2002年度","","0",""
"01639","北海道 更別村","2001100000","2001年度","","0",""
"01639","北海道 更別村","2000100000","2000年度","","0",""
"01639","北海道 更別村","1999100000","1999年度","","0",""
"01639","北海道 更別村","1998100000","1998年度","","0",""
"01639","北海道 更別村","1997100000","1997年度","","0",""
"01641","北海道 大樹町","2019100000","2019年度","","1",""
"01641","北海道 大樹町","2018100000","2018年度","","1",""
"01641","北海道 大樹町","2017100000","2017年度","","1",""
"01641","北海道 大樹町","2016100000","2016年度","","1",""
"01641","北海道 大樹町","2015100000","2015年度","","1",""
"01641","北海道 大樹町","2014100000","2014年度","","1",""
"01641","北海道 大樹町","2013100000","2013年度","","1",""
"01641","北海道 大樹町","2012100000","2012年度","","1",""
"01641","北海道 大樹町","2011100000","2011年度","","1",""
"01641","北海道 大樹町","2010100000","2010年度","","1",""
"01641","北海道 大樹町","2009100000","2009年度","","1",""
"01641","北海道 大樹町","2008100000","2008年度","","1",""
"01641","北海道 大樹町","2007100000","2007年度","","1",""
"01641","北海道 大樹町","2006100000","2006年度","","1",""
"01641","北海道 大樹町","2005100000","2005年度","","1",""
"01641","北海道 大樹町","2004100000","2004年度","","1",""
"01641","北海道 大樹町","2003100000","2003年度","","1",""
"01641","北海道 大樹町","2002100000","2002年度","","1",""
"01641","北海道 大樹町","2001100000","2001年度","","1",""
"01641","北海道 大樹町","2000100000","2000年度","","1",""
"01641","北海道 大樹町","1999100000","1999年度","","1",""
"01641","北海道 大樹町","1998100000","1998年度","","1",""
"01641","北海道 大樹町","1997100000","1997年度","","1",""
"01642","北海道 広尾町","2019100000","2019年度","","1",""
"01642","北海道 広尾町","2018100000","2018年度","","1",""
"01642","北海道 広尾町","2017100000","2017年度","","1",""
"01642","北海道 広尾町","2016100000","2016年度","","1",""
"01642","北海道 広尾町","2015100000","2015年度","","1",""
"01642","北海道 広尾町","2014100000","2014年度","","1",""
"01642","北海道 広尾町","2013100000","2013年度","","1",""
"01642","北海道 広尾町","2012100000","2012年度","","1",""
"01642","北海道 広尾町","2011100000","2011年度","","1",""
"01642","北海道 広尾町","2010100000","2010年度","","1",""
"01642","北海道 広尾町","2009100000","2009年度","","1",""
"01642","北海道 広尾町","2008100000","2008年度","","1",""
"01642","北海道 広尾町","2007100000","2007年度","","1",""
"01642","北海道 広尾町","2006100000","2006年度","","1",""
"01642","北海道 広尾町","2005100000","2005年度","","1",""
"01642","北海道 広尾町","2004100000","2004年度","","1",""
"01642","北海道 広尾町","2003100000","2003年度","","1",""
"01642","北海道 広尾町","2002100000","2002年度","","1",""
"01642","北海道 広尾町","2001100000","2001年度","","1",""
"01642","北海道 広尾町","2000100000","2000年度","","1",""
"01642","北海道 広尾町","1999100000","1999年度","","1",""
"01642","北海道 広尾町","1998100000","1998年度","","1",""
"01642","北海道 広尾町","1997100000","1997年度","","1",""
"01643","北海道 幕別町","2019100000","2019年度","","1",""
"01643","北海道 幕別町","2018100000","2018年度","","1",""
"01643","北海道 幕別町","2017100000","2017年度","","1",""
"01643","北海道 幕別町","2016100000","2016年度","","1",""
"01643","北海道 幕別町","2015100000","2015年度","","1",""
"01643","北海道 幕別町","2014100000","2014年度","","1",""
"01643","北海道 幕別町","2013100000","2013年度","","1",""
"01643","北海道 幕別町","2012100000","2012年度","","1",""
"01643","北海道 幕別町","2011100000","2011年度","","1",""
"01643","北海道 幕別町","2010100000","2010年度","","1",""
"01643","北海道 幕別町","2009100000","2009年度","","1",""
"01643","北海道 幕別町","2008100000","2008年度","","1",""
"01643","北海道 幕別町","2007100000","2007年度","","1",""
"01643","北海道 幕別町","2006100000","2006年度","","1",""
"01643","北海道 幕別町","2005100000","2005年度","","1",""
"01643","北海道 幕別町","2004100000","2004年度","","1",""
"01643","北海道 幕別町","2003100000","2003年度","","1",""
"01643","北海道 幕別町","2002100000","2002年度","","1",""
"01643","北海道 幕別町","2001100000","2001年度","","1",""
"01643","北海道 幕別町","2000100000","2000年度","","1",""
"01643","北海道 幕別町","1999100000","1999年度","","1",""
"01643","北海道 幕別町","1998100000","1998年度","","1",""
"01643","北海道 幕別町","1997100000","1997年度","","1",""
"01644","北海道 池田町","2019100000","2019年度","","1",""
"01644","北海道 池田町","2018100000","2018年度","","1",""
"01644","北海道 池田町","2017100000","2017年度","","1",""
"01644","北海道 池田町","2016100000","2016年度","","1",""
"01644","北海道 池田町","2015100000","2015年度","","1",""
"01644","北海道 池田町","2014100000","2014年度","","1",""
"01644","北海道 池田町","2013100000","2013年度","","1",""
"01644","北海道 池田町","2012100000","2012年度","","1",""
"01644","北海道 池田町","2011100000","2011年度","","1",""
"01644","北海道 池田町","2010100000","2010年度","","1",""
"01644","北海道 池田町","2009100000","2009年度","","1",""
"01644","北海道 池田町","2008100000","2008年度","","1",""
"01644","北海道 池田町","2007100000","2007年度","","1",""
"01644","北海道 池田町","2006100000","2006年度","","1",""
"01644","北海道 池田町","2005100000","2005年度","","1",""
"01644","北海道 池田町","2004100000","2004年度","","1",""
"01644","北海道 池田町","2003100000","2003年度","","1",""
"01644","北海道 池田町","2002100000","2002年度","","1",""
"01644","北海道 池田町","2001100000","2001年度","","1",""
"01644","北海道 池田町","2000100000","2000年度","","1",""
"01644","北海道 池田町","1999100000","1999年度","","1",""
"01644","北海道 池田町","1998100000","1998年度","","1",""
"01644","北海道 池田町","1997100000","1997年度","","1",""
"01645","北海道 豊頃町","2019100000","2019年度","","0",""
"01645","北海道 豊頃町","2018100000","2018年度","","0",""
"01645","北海道 豊頃町","2017100000","2017年度","","0",""
"01645","北海道 豊頃町","2016100000","2016年度","","0",""
"01645","北海道 豊頃町","2015100000","2015年度","","0",""
"01645","北海道 豊頃町","2014100000","2014年度","","0",""
"01645","北海道 豊頃町","2013100000","2013年度","","0",""
"01645","北海道 豊頃町","2012100000","2012年度","","0",""
"01645","北海道 豊頃町","2011100000","2011年度","","0",""
"01645","北海道 豊頃町","2010100000","2010年度","","0",""
"01645","北海道 豊頃町","2009100000","2009年度","","0",""
"01645","北海道 豊頃町","2008100000","2008年度","","0",""
"01645","北海道 豊頃町","2007100000","2007年度","","0",""
"01645","北海道 豊頃町","2006100000","2006年度","","0",""
"01645","北海道 豊頃町","2005100000","2005年度","","0",""
"01645","北海道 豊頃町","2004100000","2004年度","","0",""
"01645","北海道 豊頃町","2003100000","2003年度","","0",""
"01645","北海道 豊頃町","2002100000","2002年度","","0",""
"01645","北海道 豊頃町","2001100000","2001年度","","0",""
"01645","北海道 豊頃町","2000100000","2000年度","","0",""
"01645","北海道 豊頃町","1999100000","1999年度","","0",""
"01645","北海道 豊頃町","1998100000","1998年度","","0",""
"01645","北海道 豊頃町","1997100000","1997年度","","0",""
"01646","北海道 本別町","2019100000","2019年度","","1",""
"01646","北海道 本別町","2018100000","2018年度","","1",""
"01646","北海道 本別町","2017100000","2017年度","","1",""
"01646","北海道 本別町","2016100000","2016年度","","1",""
"01646","北海道 本別町","2015100000","2015年度","","1",""
"01646","北海道 本別町","2014100000","2014年度","","1",""
"01646","北海道 本別町","2013100000","2013年度","","1",""
"01646","北海道 本別町","2012100000","2012年度","","1",""
"01646","北海道 本別町","2011100000","2011年度","","1",""
"01646","北海道 本別町","2010100000","2010年度","","1",""
"01646","北海道 本別町","2009100000","2009年度","","1",""
"01646","北海道 本別町","2008100000","2008年度","","1",""
"01646","北海道 本別町","2007100000","2007年度","","1",""
"01646","北海道 本別町","2006100000","2006年度","","1",""
"01646","北海道 本別町","2005100000","2005年度","","1",""
"01646","北海道 本別町","2004100000","2004年度","","1",""
"01646","北海道 本別町","2003100000","2003年度","","1",""
"01646","北海道 本別町","2002100000","2002年度","","1",""
"01646","北海道 本別町","2001100000","2001年度","","1",""
"01646","北海道 本別町","2000100000","2000年度","","1",""
"01646","北海道 本別町","1999100000","1999年度","","1",""
"01646","北海道 本別町","1998100000","1998年度","","1",""
"01646","北海道 本別町","1997100000","1997年度","","1",""
"01647","北海道 足寄町","2019100000","2019年度","","1",""
"01647","北海道 足寄町","2018100000","2018年度","","1",""
"01647","北海道 足寄町","2017100000","2017年度","","1",""
"01647","北海道 足寄町","2016100000","2016年度","","1",""
"01647","北海道 足寄町","2015100000","2015年度","","1",""
"01647","北海道 足寄町","2014100000","2014年度","","1",""
"01647","北海道 足寄町","2013100000","2013年度","","1",""
"01647","北海道 足寄町","2012100000","2012年度","","1",""
"01647","北海道 足寄町","2011100000","2011年度","","2",""
"01647","北海道 足寄町","2010100000","2010年度","","2",""
"01647","北海道 足寄町","2009100000","2009年度","","2",""
