"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","#A03504","","#A03506",""
"地域 コード","地域","調査年 コード","調査年","/項目","#A03504_15歳未満人口割合【％】","注釈","#A03506_65歳以上人口割合【％】","注釈"
"06403","山形県 飯豊町","1985100000","1985年度","","18.833","","15.665",""
"06403","山形県 飯豊町","1980100000","1980年度","","17.339","","13.356",""
"06426","山形県 三川町","2015100000","2015年度","","13.043","","33.062",""
"06426","山形県 三川町","2010100000","2010年度","","12.909","","30.682",""
"06426","山形県 三川町","2005100000","2005年度","","13.657","","29.589",""
"06426","山形県 三川町","2000100000","2000年度","","14.926","","25.942",""
"06426","山形県 三川町","1995100000","1995年度","","16.219","","22.325",""
"06426","山形県 三川町","1990100000","1990年度","","18.528","","17.984",""
"06426","山形県 三川町","1985100000","1985年度","","19.152","","15.169",""
"06426","山形県 三川町","1980100000","1980年度","","19.259","","13.740",""
"06428","山形県 庄内町","2015100000","2015年度","","11.622","","34.173",""
"06428","山形県 庄内町","2010100000","2010年度","","12.816","","30.568",""
"06428","山形県 庄内町","2005100000","2005年度","","13.794","","28.415",""
"06428","山形県 庄内町","2000100000","2000年度","","14.850","","25.054",""
"06428","山形県 庄内町","1995100000","1995年度","","16.217","","21.313",""
"06428","山形県 庄内町","1990100000","1990年度","","17.982","","17.218",""
"06428","山形県 庄内町","1985100000","1985年度","","19.681","","14.488",""
"06428","山形県 庄内町","1980100000","1980年度","","20.296","","12.742",""
"06461","山形県 遊佐町","2015100000","2015年度","","9.854","","37.228",""
"06461","山形県 遊佐町","2010100000","2010年度","","10.788","","32.849",""
"06461","山形県 遊佐町","2005100000","2005年度","","11.975","","30.293",""
"06461","山形県 遊佐町","2000100000","2000年度","","14.016","","26.728",""
"06461","山形県 遊佐町","1995100000","1995年度","","16.047","","22.868",""
"06461","山形県 遊佐町","1990100000","1990年度","","17.970","","18.305",""
"06461","山形県 遊佐町","1985100000","1985年度","","19.520","","14.943",""
"06461","山形県 遊佐町","1980100000","1980年度","","19.601","","13.046",""
"07201","福島県 福島市","2015100000","2015年度","","11.695","","27.274",""
"07201","福島県 福島市","2010100000","2010年度","","13.581","","23.453",""
"07201","福島県 福島市","2005100000","2005年度","","14.649","","20.754",""
"07201","福島県 福島市","2000100000","2000年度","","15.647","","18.233",""
"07201","福島県 福島市","1995100000","1995年度","","17.089","","15.374",""
"07201","福島県 福島市","1990100000","1990年度","","19.314","","12.429",""
"07201","福島県 福島市","1985100000","1985年度","","22.146","","10.302",""
"07201","福島県 福島市","1980100000","1980年度","","23.583","","8.950",""
"07202","福島県 会津若松市","2015100000","2015年度","","12.640","","28.142",""
"07202","福島県 会津若松市","2010100000","2010年度","","13.681","","25.383",""
"07202","福島県 会津若松市","2005100000","2005年度","","14.938","","22.973",""
"07202","福島県 会津若松市","2000100000","2000年度","","16.384","","20.278",""
"07202","福島県 会津若松市","1995100000","1995年度","","17.971","","17.284",""
"07202","福島県 会津若松市","1990100000","1990年度","","19.654","","14.225",""
"07202","福島県 会津若松市","1985100000","1985年度","","21.148","","11.737",""
"07202","福島県 会津若松市","1980100000","1980年度","","22.081","","10.254",""
"07203","福島県 郡山市","2015100000","2015年度","","12.480","","24.401",""
"07203","福島県 郡山市","2010100000","2010年度","","14.376","","20.063",""
"07203","福島県 郡山市","2005100000","2005年度","","15.347","","17.755",""
"07203","福島県 郡山市","2000100000","2000年度","","16.571","","15.570",""
"07203","福島県 郡山市","1995100000","1995年度","","18.361","","13.125",""
"07203","福島県 郡山市","1990100000","1990年度","","20.745","","10.528",""
"07203","福島県 郡山市","1985100000","1985年度","","23.095","","8.706",""
"07203","福島県 郡山市","1980100000","1980年度","","24.204","","7.572",""
"07204","福島県 いわき市","2015100000","2015年度","","12.107","","28.073",""
"07204","福島県 いわき市","2010100000","2010年度","","13.667","","24.985",""
"07204","福島県 いわき市","2005100000","2005年度","","14.669","","22.419",""
"07204","福島県 いわき市","2000100000","2000年度","","15.884","","19.644",""
"07204","福島県 いわき市","1995100000","1995年度","","17.312","","16.925",""
"07204","福島県 いわき市","1990100000","1990年度","","19.325","","14.127",""
"07204","福島県 いわき市","1985100000","1985年度","","21.819","","11.633",""
"07204","福島県 いわき市","1980100000","1980年度","","23.210","","9.821",""
"07205","福島県 白河市","2015100000","2015年度","","13.036","","26.087",""
"07205","福島県 白河市","2010100000","2010年度","","14.684","","22.691",""
"07205","福島県 白河市","2005100000","2005年度","","15.692","","20.885",""
"07205","福島県 白河市","2000100000","2000年度","","17.038","","18.880",""
"07205","福島県 白河市","1995100000","1995年度","","19.401","","16.065",""
"07205","福島県 白河市","1990100000","1990年度","","21.723","","13.084",""
"07205","福島県 白河市","1985100000","1985年度","","23.425","","11.160",""
"07205","福島県 白河市","1980100000","1980年度","","23.526","","10.227",""
"07207","福島県 須賀川市","2015100000","2015年度","","13.528","","25.297",""
"07207","福島県 須賀川市","2010100000","2010年度","","14.784","","21.752",""
"07207","福島県 須賀川市","2005100000","2005年度","","15.681","","20.001",""
"07207","福島県 須賀川市","2000100000","2000年度","","16.909","","18.111",""
"07207","福島県 須賀川市","1995100000","1995年度","","18.877","","15.892",""
"07207","福島県 須賀川市","1990100000","1990年度","","20.875","","13.452",""
"07207","福島県 須賀川市","1985100000","1985年度","","23.112","","11.331",""
"07207","福島県 須賀川市","1980100000","1980年度","","23.661","","10.043",""
"07208","福島県 喜多方市","2015100000","2015年度","","11.380","","33.769",""
"07208","福島県 喜多方市","2010100000","2010年度","","12.530","","31.437",""
"07208","福島県 喜多方市","2005100000","2005年度","","14.185","","29.435",""
"07208","福島県 喜多方市","2000100000","2000年度","","15.653","","26.727",""
"07208","福島県 喜多方市","1995100000","1995年度","","17.441","","23.305",""
"07208","福島県 喜多方市","1990100000","1990年度","","18.824","","19.277",""
"07208","福島県 喜多方市","1985100000","1985年度","","19.576","","15.578",""
"07208","福島県 喜多方市","1980100000","1980年度","","19.671","","13.626",""
"07209","福島県 相馬市","2015100000","2015年度","","12.691","","27.845",""
"07209","福島県 相馬市","2010100000","2010年度","","13.716","","25.325",""
"07209","福島県 相馬市","2005100000","2005年度","","14.828","","23.870",""
"07209","福島県 相馬市","2000100000","2000年度","","15.862","","21.871",""
"07209","福島県 相馬市","1995100000","1995年度","","17.902","","18.751",""
"07209","福島県 相馬市","1990100000","1990年度","","20.087","","15.567",""
"07209","福島県 相馬市","1985100000","1985年度","","22.424","","12.924",""
"07209","福島県 相馬市","1980100000","1980年度","","23.143","","11.353",""
"07210","福島県 二本松市","2015100000","2015年度","","11.296","","30.133",""
"07210","福島県 二本松市","2010100000","2010年度","","12.903","","26.480",""
"07210","福島県 二本松市","2005100000","2005年度","","14.124","","24.459",""
"07210","福島県 二本松市","2000100000","2000年度","","15.971","","22.124",""
"07210","福島県 二本松市","1995100000","1995年度","","18.518","","19.134",""
"07210","福島県 二本松市","1990100000","1990年度","","20.975","","15.676",""
"07210","福島県 二本松市","1985100000","1985年度","","22.855","","13.127",""
"07210","福島県 二本松市","1980100000","1980年度","","22.896","","11.820",""
"07211","福島県 田村市","2015100000","2015年度","","11.113","","30.925",""
"07211","福島県 田村市","2010100000","2010年度","","12.617","","28.910",""
"07211","福島県 田村市","2005100000","2005年度","","14.367","","26.664",""
"07211","福島県 田村市","2000100000","2000年度","","16.516","","23.806",""
"07211","福島県 田村市","1995100000","1995年度","","19.025","","20.410",""
"07211","福島県 田村市","1990100000","1990年度","","20.829","","16.560",""
"07211","福島県 田村市","1985100000","1985年度","","21.859","","13.888",""
"07211","福島県 田村市","1980100000","1980年度","","23.238","","12.049",""
"07212","福島県 南相馬市","2015100000","2015年度","","8.452","","31.926",""
"07212","福島県 南相馬市","2010100000","2010年度","","13.614","","26.537",""
"07212","福島県 南相馬市","2005100000","2005年度","","14.239","","24.488",""
"07212","福島県 南相馬市","2000100000","2000年度","","15.098","","21.863",""
"07212","福島県 南相馬市","1995100000","1995年度","","17.354","","18.246",""
"07212","福島県 南相馬市","1990100000","1990年度","","20.465","","14.903",""
"07212","福島県 南相馬市","1985100000","1985年度","","23.337","","12.287",""
"07212","福島県 南相馬市","1980100000","1980年度","","23.817","","10.811",""
"07213","福島県 伊達市","2015100000","2015年度","","10.756","","32.426",""
"07213","福島県 伊達市","2010100000","2010年度","","12.689","","28.061",""
"07213","福島県 伊達市","2005100000","2005年度","","14.020","","25.251",""
"07213","福島県 伊達市","2000100000","2000年度","","15.056","","22.665",""
"07213","福島県 伊達市","1995100000","1995年度","","17.027","","19.237",""
"07213","福島県 伊達市","1990100000","1990年度","","19.420","","15.619",""
"07213","福島県 伊達市","1985100000","1985年度","","21.988","","13.077",""
"07213","福島県 伊達市","1980100000","1980年度","","23.076","","11.743",""
"07214","福島県 本宮市","2015100000","2015年度","","13.452","","26.206",""
"07214","福島県 本宮市","2010100000","2010年度","","14.831","","22.951",""
"07214","福島県 本宮市","2005100000","2005年度","","15.615","","21.800",""
"07214","福島県 本宮市","2000100000","2000年度","","17.412","","19.467",""
"07214","福島県 本宮市","1995100000","1995年度","","19.412","","16.557",""
"07214","福島県 本宮市","1990100000","1990年度","","21.322","","14.250",""
"07214","福島県 本宮市","1985100000","1985年度","","22.621","","12.047",""
"07214","福島県 本宮市","1980100000","1980年度","","22.707","","10.886",""
"07301","福島県 桑折町","2015100000","2015年度","","11.026","","34.789",""
"07301","福島県 桑折町","2010100000","2010年度","","12.036","","30.545",""
"07301","福島県 桑折町","2005100000","2005年度","","12.870","","27.075",""
"07301","福島県 桑折町","2000100000","2000年度","","14.190","","24.518",""
"07301","福島県 桑折町","1995100000","1995年度","","15.885","","20.463",""
"07301","福島県 桑折町","1990100000","1990年度","","18.234","","16.703",""
"07301","福島県 桑折町","1985100000","1985年度","","21.089","","12.991",""
"07301","福島県 桑折町","1980100000","1980年度","","22.294","","11.805",""
"07303","福島県 国見町","2015100000","2015年度","","10.019","","36.007",""
"07303","福島県 国見町","2010100000","2010年度","","11.709","","30.260",""
"07303","福島県 国見町","2005100000","2005年度","","12.570","","26.253",""
"07303","福島県 国見町","2000100000","2000年度","","13.699","","23.986",""
"07303","福島県 国見町","1995100000","1995年度","","15.295","","20.825",""
"07303","福島県 国見町","1990100000","1990年度","","18.228","","17.370",""
"07303","福島県 国見町","1985100000","1985年度","","21.074","","14.613",""
"07303","福島県 国見町","1980100000","1980年度","","21.925","","13.062",""
"07308","福島県 川俣町","2015100000","2015年度","","9.182","","36.320",""
"07308","福島県 川俣町","2010100000","2010年度","","11.311","","31.736",""
