"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","C120110",""
"地域 コード","地域","調査年 コード","調査年","/項目","C120110_課税対象所得【千円】","注釈"
"41209","佐賀県 嬉野市","2015100000","2015年度","","27,010,774",""
"41209","佐賀県 嬉野市","2014100000","2014年度","","25,742,541",""
"41209","佐賀県 嬉野市","2013100000","2013年度","","25,717,212",""
"41209","佐賀県 嬉野市","2012100000","2012年度","","25,566,235",""
"41209","佐賀県 嬉野市","2011100000","2011年度","","25,177,431",""
"41209","佐賀県 嬉野市","2010100000","2010年度","","25,040,034",""
"41209","佐賀県 嬉野市","2009100000","2009年度","","26,316,667",""
"41209","佐賀県 嬉野市","2008100000","2008年度","","26,866,027",""
"41209","佐賀県 嬉野市","2007100000","2007年度","","27,373,577",""
"41209","佐賀県 嬉野市","2006100000","2006年度","","27,577,130",""
"41209","佐賀県 嬉野市","2005100000","2005年度","","27,221,535",""
"41209","佐賀県 嬉野市","2004100000","2004年度","","27,138,398",""
"41209","佐賀県 嬉野市","2003100000","2003年度","","27,632,316",""
"41209","佐賀県 嬉野市","2002100000","2002年度","","29,043,985",""
"41209","佐賀県 嬉野市","2001100000","2001年度","","30,098,882",""
"41210","佐賀県 神埼市","2020100000","2020年度","","37,894,977",""
"41210","佐賀県 神埼市","2019100000","2019年度","","37,761,953",""
"41210","佐賀県 神埼市","2018100000","2018年度","","37,708,305",""
"41210","佐賀県 神埼市","2017100000","2017年度","","36,152,273",""
"41210","佐賀県 神埼市","2016100000","2016年度","","36,786,478",""
"41210","佐賀県 神埼市","2015100000","2015年度","","34,976,408",""
"41210","佐賀県 神埼市","2014100000","2014年度","","34,809,705",""
"41210","佐賀県 神埼市","2013100000","2013年度","","35,259,221",""
"41210","佐賀県 神埼市","2012100000","2012年度","","35,396,195",""
"41210","佐賀県 神埼市","2011100000","2011年度","","35,482,784",""
"41210","佐賀県 神埼市","2010100000","2010年度","","35,104,723",""
"41210","佐賀県 神埼市","2009100000","2009年度","","37,425,188",""
"41210","佐賀県 神埼市","2008100000","2008年度","","37,389,005",""
"41210","佐賀県 神埼市","2007100000","2007年度","","37,658,276",""
"41210","佐賀県 神埼市","2006100000","2006年度","","37,866,893",""
"41210","佐賀県 神埼市","2005100000","2005年度","","36,682,778",""
"41210","佐賀県 神埼市","2004100000","2004年度","","36,880,551",""
"41210","佐賀県 神埼市","2003100000","2003年度","","37,113,925",""
"41210","佐賀県 神埼市","2002100000","2002年度","","38,513,424",""
"41210","佐賀県 神埼市","2001100000","2001年度","","39,847,956",""
"41327","佐賀県 吉野ヶ里町","2020100000","2020年度","","21,255,676",""
"41327","佐賀県 吉野ヶ里町","2019100000","2019年度","","20,977,651",""
"41327","佐賀県 吉野ヶ里町","2018100000","2018年度","","20,288,084",""
"41327","佐賀県 吉野ヶ里町","2017100000","2017年度","","19,628,970",""
"41327","佐賀県 吉野ヶ里町","2016100000","2016年度","","19,196,328",""
"41327","佐賀県 吉野ヶ里町","2015100000","2015年度","","18,795,626",""
"41327","佐賀県 吉野ヶ里町","2014100000","2014年度","","18,299,652",""
"41327","佐賀県 吉野ヶ里町","2013100000","2013年度","","18,456,245",""
"41327","佐賀県 吉野ヶ里町","2012100000","2012年度","","18,697,214",""
"41327","佐賀県 吉野ヶ里町","2011100000","2011年度","","18,614,471",""
"41327","佐賀県 吉野ヶ里町","2010100000","2010年度","","18,583,051",""
"41327","佐賀県 吉野ヶ里町","2009100000","2009年度","","19,363,944",""
"41327","佐賀県 吉野ヶ里町","2008100000","2008年度","","19,230,830",""
"41327","佐賀県 吉野ヶ里町","2007100000","2007年度","","19,567,400",""
"41327","佐賀県 吉野ヶ里町","2006100000","2006年度","","20,203,216",""
"41327","佐賀県 吉野ヶ里町","2005100000","2005年度","","19,581,108",""
"41327","佐賀県 吉野ヶ里町","2004100000","2004年度","","19,174,003",""
"41327","佐賀県 吉野ヶ里町","2003100000","2003年度","","19,023,085",""
"41327","佐賀県 吉野ヶ里町","2002100000","2002年度","","19,683,473",""
"41327","佐賀県 吉野ヶ里町","2001100000","2001年度","","20,157,307",""
"41341","佐賀県 基山町","2020100000","2020年度","","22,541,125",""
"41341","佐賀県 基山町","2019100000","2019年度","","22,810,762",""
"41341","佐賀県 基山町","2018100000","2018年度","","22,395,457",""
"41341","佐賀県 基山町","2017100000","2017年度","","21,880,981",""
"41341","佐賀県 基山町","2016100000","2016年度","","21,730,690",""
"41341","佐賀県 基山町","2015100000","2015年度","","21,515,457",""
"41341","佐賀県 基山町","2014100000","2014年度","","21,628,665",""
"41341","佐賀県 基山町","2013100000","2013年度","","21,527,139",""
"41341","佐賀県 基山町","2012100000","2012年度","","22,118,760",""
"41341","佐賀県 基山町","2011100000","2011年度","","22,043,312",""
"41341","佐賀県 基山町","2010100000","2010年度","","22,561,184",""
"41341","佐賀県 基山町","2009100000","2009年度","","24,042,717",""
"41341","佐賀県 基山町","2008100000","2008年度","","24,475,937",""
"41341","佐賀県 基山町","2007100000","2007年度","","24,753,488",""
"41341","佐賀県 基山町","2006100000","2006年度","","25,042,622",""
"41341","佐賀県 基山町","2005100000","2005年度","","24,128,321",""
"41341","佐賀県 基山町","2004100000","2004年度","","24,121,887",""
"41341","佐賀県 基山町","2003100000","2003年度","","25,022,908",""
"41341","佐賀県 基山町","2002100000","2002年度","","25,644,842",""
"41341","佐賀県 基山町","2001100000","2001年度","","26,381,998",""
"41345","佐賀県 上峰町","2020100000","2020年度","","12,121,532",""
"41345","佐賀県 上峰町","2019100000","2019年度","","11,832,942",""
"41345","佐賀県 上峰町","2018100000","2018年度","","11,783,853",""
"41345","佐賀県 上峰町","2017100000","2017年度","","11,468,512",""
"41345","佐賀県 上峰町","2016100000","2016年度","","11,180,913",""
"41345","佐賀県 上峰町","2015100000","2015年度","","10,905,446",""
"41345","佐賀県 上峰町","2014100000","2014年度","","10,714,971",""
"41345","佐賀県 上峰町","2013100000","2013年度","","10,640,065",""
"41345","佐賀県 上峰町","2012100000","2012年度","","10,715,553",""
"41345","佐賀県 上峰町","2011100000","2011年度","","10,370,400",""
"41345","佐賀県 上峰町","2010100000","2010年度","","10,264,346",""
"41345","佐賀県 上峰町","2009100000","2009年度","","11,255,512",""
"41345","佐賀県 上峰町","2008100000","2008年度","","11,204,243",""
"41345","佐賀県 上峰町","2007100000","2007年度","","11,223,659",""
"41345","佐賀県 上峰町","2006100000","2006年度","","11,252,653",""
"41345","佐賀県 上峰町","2005100000","2005年度","","10,973,442",""
"41345","佐賀県 上峰町","2004100000","2004年度","","10,634,167",""
"41345","佐賀県 上峰町","2003100000","2003年度","","10,810,288",""
"41345","佐賀県 上峰町","2002100000","2002年度","","10,921,618",""
"41345","佐賀県 上峰町","2001100000","2001年度","","11,547,299",""
"41346","佐賀県 みやき町","2020100000","2020年度","","30,303,279",""
"41346","佐賀県 みやき町","2019100000","2019年度","","29,018,647",""
"41346","佐賀県 みやき町","2018100000","2018年度","","28,520,954",""
"41346","佐賀県 みやき町","2017100000","2017年度","","27,906,459",""
"41346","佐賀県 みやき町","2016100000","2016年度","","27,358,266",""
"41346","佐賀県 みやき町","2015100000","2015年度","","26,552,379",""
"41346","佐賀県 みやき町","2014100000","2014年度","","26,519,372",""
"41346","佐賀県 みやき町","2013100000","2013年度","","26,600,882",""
"41346","佐賀県 みやき町","2012100000","2012年度","","27,197,606",""
"41346","佐賀県 みやき町","2011100000","2011年度","","27,132,184",""
"41346","佐賀県 みやき町","2010100000","2010年度","","27,187,261",""
"41346","佐賀県 みやき町","2009100000","2009年度","","29,561,962",""
"41346","佐賀県 みやき町","2008100000","2008年度","","29,615,158",""
"41346","佐賀県 みやき町","2007100000","2007年度","","30,371,150",""
"41346","佐賀県 みやき町","2006100000","2006年度","","30,228,232",""
"41346","佐賀県 みやき町","2005100000","2005年度","","29,534,433",""
"41346","佐賀県 みやき町","2004100000","2004年度","","29,540,902",""
"41346","佐賀県 みやき町","2003100000","2003年度","","30,213,745",""
"41346","佐賀県 みやき町","2002100000","2002年度","","31,810,933",""
"41346","佐賀県 みやき町","2001100000","2001年度","","32,840,276",""
"41387","佐賀県 玄海町","2020100000","2020年度","","5,871,878",""
"41387","佐賀県 玄海町","2019100000","2019年度","","5,752,874",""
"41387","佐賀県 玄海町","2018100000","2018年度","","5,732,633",""
"41387","佐賀県 玄海町","2017100000","2017年度","","5,889,936",""
"41387","佐賀県 玄海町","2016100000","2016年度","","5,809,202",""
"41387","佐賀県 玄海町","2015100000","2015年度","","5,450,148",""
"41387","佐賀県 玄海町","2014100000","2014年度","","5,235,332",""
"41387","佐賀県 玄海町","2013100000","2013年度","","5,231,443",""
"41387","佐賀県 玄海町","2012100000","2012年度","","5,315,930",""
"41387","佐賀県 玄海町","2011100000","2011年度","","5,233,688",""
"41387","佐賀県 玄海町","2010100000","2010年度","","5,497,055",""
"41387","佐賀県 玄海町","2009100000","2009年度","","5,472,799",""
"41387","佐賀県 玄海町","2008100000","2008年度","","5,777,225",""
"41387","佐賀県 玄海町","2007100000","2007年度","","5,693,651",""
"41387","佐賀県 玄海町","2006100000","2006年度","","5,693,347",""
"41387","佐賀県 玄海町","2005100000","2005年度","","5,777,388",""
"41387","佐賀県 玄海町","2004100000","2004年度","","5,708,967",""
"41387","佐賀県 玄海町","2003100000","2003年度","","5,802,406",""
"41387","佐賀県 玄海町","2002100000","2002年度","","6,386,402",""
"41387","佐賀県 玄海町","2001100000","2001年度","","6,198,257",""
"41401","佐賀県 有田町","2020100000","2020年度","","20,009,161",""
"41401","佐賀県 有田町","2019100000","2019年度","","19,981,376",""
"41401","佐賀県 有田町","2018100000","2018年度","","19,653,985",""
"41401","佐賀県 有田町","2017100000","2017年度","","19,310,740",""
"41401","佐賀県 有田町","2016100000","2016年度","","18,978,339",""
"41401","佐賀県 有田町","2015100000","2015年度","","18,229,372",""
"41401","佐賀県 有田町","2014100000","2014年度","","17,795,527",""
"41401","佐賀県 有田町","2013100000","2013年度","","18,209,614",""
"41401","佐賀県 有田町","2012100000","2012年度","","18,157,656",""
"41401","佐賀県 有田町","2011100000","2011年度","","18,330,609",""
"41401","佐賀県 有田町","2010100000","2010年度","","18,280,122",""
"41401","佐賀県 有田町","2009100000","2009年度","","19,585,925",""
"41401","佐賀県 有田町","2008100000","2008年度","","20,209,229",""
"41401","佐賀県 有田町","2007100000","2007年度","","20,232,511",""
"41401","佐賀県 有田町","2006100000","2006年度","","20,258,338",""
"41401","佐賀県 有田町","2005100000","2005年度","","19,571,067",""
"41401","佐賀県 有田町","2004100000","2004年度","","19,789,337",""
"41401","佐賀県 有田町","2003100000","2003年度","","19,824,009",""
"41401","佐賀県 有田町","2002100000","2002年度","","20,817,053",""
"41401","佐賀県 有田町","2001100000","2001年度","","21,821,223",""
"41423","佐賀県 大町町","2020100000","2020年度","","6,099,730",""
"41423","佐賀県 大町町","2019100000","2019年度","","6,099,252",""
"41423","佐賀県 大町町","2018100000","2018年度","","6,104,961",""
"41423","佐賀県 大町町","2017100000","2017年度","","6,013,268",""
"41423","佐賀県 大町町","2016100000","2016年度","","5,890,367",""
"41423","佐賀県 大町町","2015100000","2015年度","","5,869,625",""
"41423","佐賀県 大町町","2014100000","2014年度","","5,848,744",""
"41423","佐賀県 大町町","2013100000","2013年度","","5,981,323",""
"41423","佐賀県 大町町","2012100000","2012年度","","6,224,192",""
"41423","佐賀県 大町町","2011100000","2011年度","","6,254,129",""
"41423","佐賀県 大町町","2010100000","2010年度","","6,334,807",""
"41423","佐賀県 大町町","2009100000","2009年度","","7,030,134",""
"41423","佐賀県 大町町","2008100000","2008年度","","7,058,467",""
"41423","佐賀県 大町町","2007100000","2007年度","","7,135,485",""
"41423","佐賀県 大町町","2006100000","2006年度","","7,207,752",""
"41423","佐賀県 大町町","2005100000","2005年度","","6,840,888",""
"41423","佐賀県 大町町","2004100000","2004年度","","7,109,698",""
"41423","佐賀県 大町町","2003100000","2003年度","","7,038,268",""
"41423","佐賀県 大町町","2002100000","2002年度","","7,513,919",""
"41423","佐賀県 大町町","2001100000","2001年度","","7,957,736",""
"41424","佐賀県 江北町","2020100000","2020年度","","11,929,861",""
"41424","佐賀県 江北町","2019100000","2019年度","","11,511,746",""
"41424","佐賀県 江北町","2018100000","2018年度","","11,187,905",""
"41424","佐賀県 江北町","2017100000","2017年度","","10,805,710",""
"41424","佐賀県 江北町","2016100000","2016年度","","10,602,924",""
"41424","佐賀県 江北町","2015100000","2015年度","","10,126,460",""
"41424","佐賀県 江北町","2014100000","2014年度","","9,516,334",""
"41424","佐賀県 江北町","2013100000","2013年度","","9,989,701",""
"41424","佐賀県 江北町","2012100000","2012年度","","9,885,502",""
"41424","佐賀県 江北町","2011100000","2011年度","","9,863,068",""
"41424","佐賀県 江北町","2010100000","2010年度","","9,549,172",""
"41424","佐賀県 江北町","2009100000","2009年度","","10,149,877",""
"41424","佐賀県 江北町","2008100000","2008年度","","9,889,366",""
"41424","佐賀県 江北町","2007100000","2007年度","","9,993,710",""
"41424","佐賀県 江北町","2006100000","2006年度","","9,728,489",""
"41424","佐賀県 江北町","2005100000","2005年度","","9,104,044",""
"41424","佐賀県 江北町","2004100000","2004年度","","9,118,044",""
"41424","佐賀県 江北町","2003100000","2003年度","","8,998,964",""
"41424","佐賀県 江北町","2002100000","2002年度","","9,162,577",""
"41424","佐賀県 江北町","2001100000","2001年度","","9,268,231",""
"41425","佐賀県 白石町","2020100000","2020年度","","25,078,068",""
"41425","佐賀県 白石町","2019100000","2019年度","","25,073,258",""
"41425","佐賀県 白石町","2018100000","2018年度","","24,880,917",""
"41425","佐賀県 白石町","2017100000","2017年度","","24,574,215",""
"41425","佐賀県 白石町","2016100000","2016年度","","25,812,481",""
"41425","佐賀県 白石町","2015100000","2015年度","","24,878,849",""
"41425","佐賀県 白石町","2014100000","2014年度","","23,533,645",""
"41425","佐賀県 白石町","2013100000","2013年度","","25,184,010",""
"41425","佐賀県 白石町","2012100000","2012年度","","24,026,155",""
"41425","佐賀県 白石町","2011100000","2011年度","","26,063,477",""
"41425","佐賀県 白石町","2010100000","2010年度","","25,669,618",""
"41425","佐賀県 白石町","2009100000","2009年度","","26,003,244",""
"41425","佐賀県 白石町","2008100000","2008年度","","25,014,946",""
"41425","佐賀県 白石町","2007100000","2007年度","","25,550,019",""
"41425","佐賀県 白石町","2006100000","2006年度","","25,910,939",""
"41425","佐賀県 白石町","2005100000","2005年度","","25,036,535",""
"41425","佐賀県 白石町","2004100000","2004年度","","26,546,412",""
"41425","佐賀県 白石町","2003100000","2003年度","","23,972,332",""
"41425","佐賀県 白石町","2002100000","2002年度","","25,509,227",""
"41425","佐賀県 白石町","2001100000","2001年度","","26,201,870",""
"41441","佐賀県 太良町","2020100000","2020年度","","7,933,441",""
"41441","佐賀県 太良町","2019100000","2019年度","","8,083,939",""
"41441","佐賀県 太良町","2018100000","2018年度","","8,104,396",""
"41441","佐賀県 太良町","2017100000","2017年度","","8,239,137",""
"41441","佐賀県 太良町","2016100000","2016年度","","7,950,329",""
"41441","佐賀県 太良町","2015100000","2015年度","","7,357,989",""
"41441","佐賀県 太良町","2014100000","2014年度","","7,333,125",""
"41441","佐賀県 太良町","2013100000","2013年度","","7,006,579",""
"41441","佐賀県 太良町","2012100000","2012年度","","6,809,045",""
"41441","佐賀県 太良町","2011100000","2011年度","","6,951,900",""
"41441","佐賀県 太良町","2010100000","2010年度","","6,739,250",""
"41441","佐賀県 太良町","2009100000","2009年度","","7,058,806",""
"41441","佐賀県 太良町","2008100000","2008年度","","7,307,143",""
"41441","佐賀県 太良町","2007100000","2007年度","","7,410,794",""
"41441","佐賀県 太良町","2006100000","2006年度","","7,308,178",""
"41441","佐賀県 太良町","2005100000","2005年度","","6,948,470",""
"41441","佐賀県 太良町","2004100000","2004年度","","7,164,004",""
"41441","佐賀県 太良町","2003100000","2003年度","","7,668,517",""
"41441","佐賀県 太良町","2002100000","2002年度","","8,058,749",""
"41441","佐賀県 太良町","2001100000","2001年度","","8,308,621",""
"42201","長崎県 長崎市","2020100000","2020年度","","531,685,000",""
"42201","長崎県 長崎市","2019100000","2019年度","","532,404,654",""
"42201","長崎県 長崎市","2018100000","2018年度","","532,415,534",""
"42201","長崎県 長崎市","2017100000","2017年度","","527,470,723",""
"42201","長崎県 長崎市","2016100000","2016年度","","519,272,326",""
"42201","長崎県 長崎市","2015100000","2015年度","","509,344,171",""
"42201","長崎県 長崎市","2014100000","2014年度","","501,918,874",""
"42201","長崎県 長崎市","2013100000","2013年度","","500,738,089",""
"42201","長崎県 長崎市","2012100000","2012年度","","500,899,390",""
"42201","長崎県 長崎市","2011100000","2011年度","","503,218,529",""
"42201","長崎県 長崎市","2010100000","2010年度","","510,339,474",""
"42201","長崎県 長崎市","2009100000","2009年度","","528,253,995",""
"42201","長崎県 長崎市","2008100000","2008年度","","532,623,832",""
"42201","長崎県 長崎市","2007100000","2007年度","","533,320,250",""
"42201","長崎県 長崎市","2006100000","2006年度","","535,083,401",""
"42201","長崎県 長崎市","2005100000","2005年度","","522,037,181",""
"42201","長崎県 長崎市","2004100000","2004年度","","518,644,866",""
"42201","長崎県 長崎市","2003100000","2003年度","","530,414,010",""
"42201","長崎県 長崎市","2002100000","2002年度","","549,424,880",""
"42201","長崎県 長崎市","2001100000","2001年度","","561,801,917",""
"42202","長崎県 佐世保市","2020100000","2020年度","","298,683,728",""
"42202","長崎県 佐世保市","2019100000","2019年度","","298,454,195",""
"42202","長崎県 佐世保市","2018100000","2018年度","","308,133,314",""
"42202","長崎県 佐世保市","2017100000","2017年度","","291,221,611",""
"42202","長崎県 佐世保市","2016100000","2016年度","","281,749,849",""
"42202","長崎県 佐世保市","2015100000","2015年度","","278,114,050",""
"42202","長崎県 佐世保市","2014100000","2014年度","","273,985,349",""
"42202","長崎県 佐世保市","2013100000","2013年度","","274,068,067",""
"42202","長崎県 佐世保市","2012100000","2012年度","","273,531,727",""
"42202","長崎県 佐世保市","2011100000","2011年度","","275,396,334",""
"42202","長崎県 佐世保市","2010100000","2010年度","","275,875,380",""
"42202","長崎県 佐世保市","2009100000","2009年度","","286,619,545",""
"42202","長崎県 佐世保市","2008100000","2008年度","","307,098,858",""
"42202","長崎県 佐世保市","2007100000","2007年度","","292,044,862",""
"42202","長崎県 佐世保市","2006100000","2006年度","","292,393,932",""
"42202","長崎県 佐世保市","2005100000","2005年度","","282,612,751",""
"42202","長崎県 佐世保市","2004100000","2004年度","","280,744,573",""
"42202","長崎県 佐世保市","2003100000","2003年度","","291,888,954",""
"42202","長崎県 佐世保市","2002100000","2002年度","","301,029,213",""
"42202","長崎県 佐世保市","2001100000","2001年度","","306,545,824",""
"42203","長崎県 島原市","2020100000","2020年度","","43,473,068",""
"42203","長崎県 島原市","2019100000","2019年度","","44,144,361",""
"42203","長崎県 島原市","2018100000","2018年度","","44,272,509",""
"42203","長崎県 島原市","2017100000","2017年度","","44,115,530",""
"42203","長崎県 島原市","2016100000","2016年度","","42,484,270",""
"42203","長崎県 島原市","2015100000","2015年度","","41,038,392",""
"42203","長崎県 島原市","2014100000","2014年度","","40,718,833",""
"42203","長崎県 島原市","2013100000","2013年度","","41,248,603",""
"42203","長崎県 島原市","2012100000","2012年度","","40,445,529",""
"42203","長崎県 島原市","2011100000","2011年度","","40,491,622",""
"42203","長崎県 島原市","2010100000","2010年度","","40,239,732",""
"42203","長崎県 島原市","2009100000","2009年度","","42,090,992",""
"42203","長崎県 島原市","2008100000","2008年度","","42,803,635",""
"42203","長崎県 島原市","2007100000","2007年度","","43,908,193",""
"42203","長崎県 島原市","2006100000","2006年度","","45,150,326",""
"42203","長崎県 島原市","2005100000","2005年度","","44,299,833",""
"42203","長崎県 島原市","2004100000","2004年度","","44,678,112",""
"42203","長崎県 島原市","2003100000","2003年度","","44,921,795",""
"42203","長崎県 島原市","2002100000","2002年度","","47,061,599",""
"42203","長崎県 島原市","2001100000","2001年度","","48,131,767",""
"42204","長崎県 諫早市","2020100000","2020年度","","165,353,476",""
"42204","長崎県 諫早市","2019100000","2019年度","","163,053,858",""
"42204","長崎県 諫早市","2018100000","2018年度","","161,233,804",""
"42204","長崎県 諫早市","2017100000","2017年度","","157,657,708",""
"42204","長崎県 諫早市","2016100000","2016年度","","154,778,872",""
"42204","長崎県 諫早市","2015100000","2015年度","","149,822,402",""
"42204","長崎県 諫早市","2014100000","2014年度","","147,396,648",""
"42204","長崎県 諫早市","2013100000","2013年度","","146,478,335",""
"42204","長崎県 諫早市","2012100000","2012年度","","148,004,765",""
"42204","長崎県 諫早市","2011100000","2011年度","","147,346,261",""
"42204","長崎県 諫早市","2010100000","2010年度","","146,744,810",""
"42204","長崎県 諫早市","2009100000","2009年度","","157,691,605",""
"42204","長崎県 諫早市","2008100000","2008年度","","157,389,962",""
"42204","長崎県 諫早市","2007100000","2007年度","","158,194,302",""
"42204","長崎県 諫早市","2006100000","2006年度","","158,857,883",""
"42204","長崎県 諫早市","2005100000","2005年度","","156,476,711",""
"42204","長崎県 諫早市","2004100000","2004年度","","156,111,016",""
"42204","長崎県 諫早市","2003100000","2003年度","","157,823,904",""
"42204","長崎県 諫早市","2002100000","2002年度","","162,621,627",""
"42204","長崎県 諫早市","2001100000","2001年度","","166,337,227",""
"42205","長崎県 大村市","2020100000","2020年度","","122,804,549",""
"42205","長崎県 大村市","2019100000","2019年度","","119,891,411",""
"42205","長崎県 大村市","2018100000","2018年度","","116,063,534",""
"42205","長崎県 大村市","2017100000","2017年度","","111,976,187",""
"42205","長崎県 大村市","2016100000","2016年度","","108,330,511",""
"42205","長崎県 大村市","2015100000","2015年度","","106,011,162",""
"42205","長崎県 大村市","2014100000","2014年度","","101,199,438",""
"42205","長崎県 大村市","2013100000","2013年度","","101,250,141",""
"42205","長崎県 大村市","2012100000","2012年度","","101,007,333",""
"42205","長崎県 大村市","2011100000","2011年度","","99,728,868",""
"42205","長崎県 大村市","2010100000","2010年度","","98,893,810",""
"42205","長崎県 大村市","2009100000","2009年度","","103,471,391",""
"42205","長崎県 大村市","2008100000","2008年度","","104,600,473",""
"42205","長崎県 大村市","2007100000","2007年度","","103,331,081",""
"42205","長崎県 大村市","2006100000","2006年度","","102,505,895",""
"42205","長崎県 大村市","2005100000","2005年度","","98,203,250",""
"42205","長崎県 大村市","2004100000","2004年度","","97,972,976",""
"42205","長崎県 大村市","2003100000","2003年度","","99,350,223",""
"42205","長崎県 大村市","2002100000","2002年度","","102,092,460",""
"42205","長崎県 大村市","2001100000","2001年度","","104,379,361",""
"42207","長崎県 平戸市","2020100000","2020年度","","28,962,546",""
"42207","長崎県 平戸市","2019100000","2019年度","","28,819,164",""
"42207","長崎県 平戸市","2018100000","2018年度","","29,182,811",""
"42207","長崎県 平戸市","2017100000","2017年度","","28,947,393",""
"42207","長崎県 平戸市","2016100000","2016年度","","28,687,714",""
"42207","長崎県 平戸市","2015100000","2015年度","","27,587,227",""
"42207","長崎県 平戸市","2014100000","2014年度","","27,786,338",""
"42207","長崎県 平戸市","2013100000","2013年度","","27,544,336",""
"42207","長崎県 平戸市","2012100000","2012年度","","27,868,383",""
"42207","長崎県 平戸市","2011100000","2011年度","","27,817,141",""
"42207","長崎県 平戸市","2010100000","2010年度","","27,845,152",""
"42207","長崎県 平戸市","2009100000","2009年度","","29,715,827",""
"42207","長崎県 平戸市","2008100000","2008年度","","31,230,947",""
"42207","長崎県 平戸市","2007100000","2007年度","","30,554,390",""
"42207","長崎県 平戸市","2006100000","2006年度","","31,454,010",""
"42207","長崎県 平戸市","2005100000","2005年度","","30,360,788",""
"42207","長崎県 平戸市","2004100000","2004年度","","31,351,490",""
"42207","長崎県 平戸市","2003100000","2003年度","","32,481,724",""
"42207","長崎県 平戸市","2002100000","2002年度","","34,041,575",""
"42207","長崎県 平戸市","2001100000","2001年度","","36,974,622",""
"42208","長崎県 松浦市","2020100000","2020年度","","21,822,165",""
"42208","長崎県 松浦市","2019100000","2019年度","","21,849,139",""
"42208","長崎県 松浦市","2018100000","2018年度","","22,366,995",""
"42208","長崎県 松浦市","2017100000","2017年度","","21,530,054",""
"42208","長崎県 松浦市","2016100000","2016年度","","20,750,467",""
"42208","長崎県 松浦市","2015100000","2015年度","","19,778,073",""
"42208","長崎県 松浦市","2014100000","2014年度","","19,541,554",""
"42208","長崎県 松浦市","2013100000","2013年度","","20,053,478",""
"42208","長崎県 松浦市","2012100000","2012年度","","20,349,966",""
"42208","長崎県 松浦市","2011100000","2011年度","","20,143,140",""
"42208","長崎県 松浦市","2010100000","2010年度","","20,219,176",""
"42208","長崎県 松浦市","2009100000","2009年度","","21,368,180",""
"42208","長崎県 松浦市","2008100000","2008年度","","21,817,223",""
"42208","長崎県 松浦市","2007100000","2007年度","","21,993,888",""
"42208","長崎県 松浦市","2006100000","2006年度","","22,381,208",""
"42208","長崎県 松浦市","2005100000","2005年度","","21,883,989",""
"42208","長崎県 松浦市","2004100000","2004年度","","21,943,399",""
"42208","長崎県 松浦市","2003100000","2003年度","","22,654,182",""
"42208","長崎県 松浦市","2002100000","2002年度","","23,437,835",""
"42208","長崎県 松浦市","2001100000","2001年度","","24,642,779",""
"42209","長崎県 対馬市","2020100000","2020年度","","34,668,572",""
"42209","長崎県 対馬市","2019100000","2019年度","","34,274,473",""
"42209","長崎県 対馬市","2018100000","2018年度","","33,760,180",""
"42209","長崎県 対馬市","2017100000","2017年度","","32,729,914",""
"42209","長崎県 対馬市","2016100000","2016年度","","32,732,403",""
"42209","長崎県 対馬市","2015100000","2015年度","","31,016,731",""
"42209","長崎県 対馬市","2014100000","2014年度","","29,957,826",""
"42209","長崎県 対馬市","2013100000","2013年度","","29,478,197",""
"42209","長崎県 対馬市","2012100000","2012年度","","29,913,274",""
"42209","長崎県 対馬市","2011100000","2011年度","","30,159,799",""
"42209","長崎県 対馬市","2010100000","2010年度","","30,842,011",""
"42209","長崎県 対馬市","2009100000","2009年度","","32,460,806",""
"42209","長崎県 対馬市","2008100000","2008年度","","33,816,498",""
"42209","長崎県 対馬市","2007100000","2007年度","","35,742,536",""
"42209","長崎県 対馬市","2006100000","2006年度","","38,361,323",""
"42209","長崎県 対馬市","2005100000","2005年度","","39,369,574",""
"42209","長崎県 対馬市","2004100000","2004年度","","40,529,441",""
"42209","長崎県 対馬市","2003100000","2003年度","","41,484,244",""
"42209","長崎県 対馬市","2002100000","2002年度","","42,775,846",""
"42209","長崎県 対馬市","2001100000","2001年度","","44,493,079",""
"42210","長崎県 壱岐市","2020100000","2020年度","","23,259,188",""
"42210","長崎県 壱岐市","2019100000","2019年度","","22,674,371",""
"42210","長崎県 壱岐市","2018100000","2018年度","","22,403,007",""
"42210","長崎県 壱岐市","2017100000","2017年度","","22,146,418",""
"42210","長崎県 壱岐市","2016100000","2016年度","","21,803,765",""
"42210","長崎県 壱岐市","2015100000","2015年度","","21,239,538",""
"42210","長崎県 壱岐市","2014100000","2014年度","","21,537,739",""
"42210","長崎県 壱岐市","2013100000","2013年度","","21,664,437",""
"42210","長崎県 壱岐市","2012100000","2012年度","","22,273,005",""
"42210","長崎県 壱岐市","2011100000","2011年度","","22,053,941",""
"42210","長崎県 壱岐市","2010100000","2010年度","","22,662,682",""
"42210","長崎県 壱岐市","2009100000","2009年度","","23,561,120",""
"42210","長崎県 壱岐市","2008100000","2008年度","","24,402,069",""
"42210","長崎県 壱岐市","2007100000","2007年度","","24,754,228",""
"42210","長崎県 壱岐市","2006100000","2006年度","","26,090,233",""
"42210","長崎県 壱岐市","2005100000","2005年度","","25,998,827",""
"42210","長崎県 壱岐市","2004100000","2004年度","","25,679,149",""
